"Delivery_Contractor","Property_ID","Postcode_1","Participant_Age","EmployStatus","EmployType","HouseIncome","Date_Contact","Tenure","Tenure_Length","Social_Group","HP_Awareness","Reason_Sustainability","Sustainability_exp","Reason_Future","Future_exp","Reason_Upgrade","Upgrade_exp","Reason_Building","Building_exp","Reason_Financial","Financial_exp","Reason_Technology","Technology_exp","Reason_Research","Research_exp","Reason_Planned","Planned_exp","Reason_Replacement","Replacement_exp","Reason_Other","Other_exp","Date_Survey","Name_Survey","House_Type","House_Form","House_Env","House_Age","House_SAP","No_Adults","No_Child","No_Storeys","Total_Floor_Area","Habitable_Rooms","Bedrooms","Heated_rooms","Floor_Height","Wall_Type","Floor_Type","Roof_Type","Glazed_Type","Mains_Gas_Flag","Main_Fuel","Heat_Primary_Source","Heat_Secondary_Source","TS_Existing","TS_Existing_Size","No_Underfloor","Existing_Fires","Existing_Cooking","Outside_Space","Outside_Access","Elec_currentuse","Gas_currentuse","MCS_SHLoad","MCS_Hloss","MCS_SHAnnual","MCS_DHWAnnual","MCS_Immersion","Suit_ASHP","Suit_GSHP","Suit_HTASHP","Suit_Hybrid","HP_Recommend","HP_NoRec_R1","HP_NoRec_R2","Measures_Recommend","EstCost_System","EstCost_Ancillary","EstCost_Running","EstCost_Etariff","EstCost_Gtariff","Part_Install_Decision","Part_No_Reason1","Part_No_Reason2","Date_Installation","Name_Install","HP_Installed","HP_Brand","HP_Model","HP_Size_kW","HP_Refrigerant","GSHP_Space","TS_Type","TS_Water_Size","TS_PCM_Size","HP_Control_Zones","Measures_emitters_LT","Measures_emitters_Std","Measures_Fanassist","HP_Aesthetic","HP_Noise","Cooling","Cooling_Rooms","Fires_replaced","Cook_Replaced","Gas_disconnect","Measures_Loft","Measures_Windows","Measures_Doors","Measures_WI","Measures_DP","Cost_HP","Cost_TS","Cost_Install","Cost_Emitters","Cost_Cooling","Cost_LI","Cost_WI","Cost_Window","Cost_Door","Cost_DP","Install_time_HP","Install_time_measures"
"E.ON","EOH0628","NE3","52","Working Part time","Professional","30,001 - 40,000","2020-07-30T00:00:00.000Z","Owner-Occupied","18","C1",5,"YES","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","08/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0842","NE5","48","Working Full time (>30hrs)","Professional","50,001+","2020-08-07T00:00:00.000Z","Owner-Occupied","20","AB",4,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","10/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0090","NE15","61","Working Full time (>30hrs)","Professional","25,001 - 30,000","2020-07-30T00:00:00.000Z","Owner-Occupied","10","C1",3,"YES","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0968","NE5","55","Working Full time (>30hrs)","Professional","50,001+","2020-07-30T00:00:00.000Z","Owner-Occupied","20","AB",1,"YES","null","NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0739","NE3","76","Working Full time (>30hrs)","Pensioner","20,001 - 25,000","2020-08-03T00:00:00.000Z","Owner-Occupied","10","DE",1,"YES","null","NO","null","YES","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0622","NE3","74","Retired","Pensioner","Prefer not to say","2020-07-31T00:00:00.000Z","Owner-Occupied","9","DE",4,"YES","null","NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1337","NE3","69","Retired","Pensioner","0 - 12,500","2020-07-31T00:00:00.000Z","Owner-Occupied","2","DE",4,"YES","null","NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","08/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1507","NE3","72","Retired","Pensioner","30,001 - 40,000","2020-11-18T00:00:00.000Z","Owner-Occupied","30","DE",3,"YES","null","NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","04/12/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0316","NE3","40","Working Full time (>30hrs)","Professional","50,001+","2020-07-31T00:00:00.000Z","Owner-Occupied","1","AB",4,"YES","null","NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","11/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2958","NE3","74","Retired","Pensioner","Prefer not to say","2020-07-31T00:00:00.000Z","Owner-Occupied","34","DE",3,"NO","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","03/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
